id,tgl_masuk_barang_gudang,nomor_po,nama_brg,nie_brg,tipe_brg,merk_brg,negara_asal,stok,deskripsi_alat,harga_beli,harga_satuan,status_cek
826,0000-00-00,,"HEBU FOREHEAD MIRROR WITHNORMAL HEADBAND AND 3M COLD-LIGHT CABLE, 3MM",,HB 0129,HEBU,GERMANY,1,,0,36041800,1
827,0000-00-00,,"SCHIOETZ TONOMETER, SPEC.5,STRAIGHT SCALE",,HB 0130,HEBU,GERMANY,1,,0,8606600,1
828,0000-00-00,,"SCHIOETZ TONOMETER, SPEC.5,INCLINED SCALE",,HB 0131,HEBU,GERMANY,1,,0,9781600,1
829,0000-00-00,,RATE FOR CERTIFICATION,,HB 0132,HEBU,GERMANY,1,,0,6229500,1
830,0000-00-00,,"SCHULTZE SALPINGOGRAPH,COMPLETE, 10CC, 20CM, 8""",,HB 0135,HEBU,GERMANY,1,,0,27775500,1
831,0000-00-00,,PNEUMATIC TOURNIQUET COMPLETE(INCLUDES ADULT ARM CUFF ANDADULT LEG CUFF),,HB 0136,HEBU,GERMANY,1,,0,18765000,1
832,0000-00-00,,BERGER BINOCULAR LOUPE,,HB 0140-01,HEBU,GERMANY,1,,0,4031700,1
833,0000-00-00,,"BERGER BINOCULAR LOUPE, SWIVEL",,HB 0140-02,HEBU,GERMANY,1,,0,4992900,1
834,0000-00-00,,"BERGER LOUPE ONLY, 220MM",,HB 0140-04,HEBU,GERMANY,1,,0,2389000,1
835,0000-00-00,,"BERGER LOUPE ONLY, 170MM",,HB 0140-05,HEBU,GERMANY,1,,0,2389000,1
836,0000-00-00,,"BERGER LOUPE ONLY, 130MM",,HB 0140-07,HEBU,GERMANY,1,,0,2389000,1
837,0000-00-00,,"BERGER LOUPE ONLY, 100MM",,HB 0140-08,HEBU,GERMANY,1,,0,3270300,1
838,0000-00-00,,"POWDERBALL-SET WITH THREE TIPS,(HB0148-01, HB0148-02, HB0148-03),AND GLASS BOTTLE 30ML WITH VALVE",,HB 0148-00,HEBU,GERMANY,1,,0,9469500,1
839,0000-00-00,,"TIPS, STRAIGHT, LONG",,HB 0148-01,HEBU,GERMANY,1,,0,2012100,1
840,0000-00-00,,"TIPS, CURVED",,HB 0148-02,HEBU,GERMANY,1,,0,2552100,1
841,0000-00-00,,"TIPS, STRAIGHT, SHORT",,HB 0148-03,HEBU,GERMANY,1,,0,2012100,1
842,0000-00-00,,BLOWER BALL WITH VALVE,,HB 0148-10,HEBU,GERMANY,1,,0,765800,1
843,0000-00-00,,GLASS BOTTLE 30ML,,HB 0148-30,HEBU,GERMANY,1,,0,254900,1
844,0000-00-00,,AIR DOUCHE WITH METAL MOUNT,,HB 0149-00,HEBU,GERMANY,1,,0,2240000,1
845,0000-00-00,,"METAL NASAL TIP, 15MM",,HB 0149-15,HEBU,GERMANY,1,,0,874800,1
846,0000-00-00,,"METAL NASAL TIP, 17MM",,HB 0149-17,HEBU,GERMANY,1,,0,874800,1
847,0000-00-00,,"METAL NASAL TIP, 22MM",,HB 0149-22,HEBU,GERMANY,1,,0,874800,1
848,0000-00-00,,"BRÜNINGS EAR SPECULA, COMPLETE",,HB 0150,HEBU,GERMANY,1,,0,13331600,1
849,0000-00-00,,"EAR SPECULA ONLY, FIG.1, 6MM",,HB 0151,HEBU,GERMANY,1,,0,1266900,1
850,0000-00-00,,"EAR SPECULA ONLY, FIG.2,7,5MM",,HB 0152,HEBU,GERMANY,1,,0,1266900,1
851,0000-00-00,,"EAR SPECULA ONLY, FIG.3,8,2MM",,HB 0153,HEBU,GERMANY,1,,0,1266900,1
852,0000-00-00,,"EAR SPECULA ONLY, FIG.4, 10MM",,HB 0154,HEBU,GERMANY,1,,0,1266900,1
853,0000-00-00,,"HEAD PIECE ONLY, FOR BRÜNINGSEAR SPECULUM",,HB 0155,HEBU,GERMANY,1,,0,4990700,1
854,0000-00-00,,RUBBER BULB WITH TUBE ONLY,,HB 0156,HEBU,GERMANY,1,,0,1196700,1
855,0000-00-00,,WOODEN CASE ONLY,,HB 0157,HEBU,GERMANY,1,,0,2595300,1
856,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 1,2MMBRASS CHROMED",,HB 0160,HEBU,GERMANY,1,,0,502200,1
857,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 2,3,5MMBRASS CHROMED",,HB 0161,HEBU,GERMANY,1,,0,502200,1
858,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 3,5MMBRASS CHROMED",,HB 0162,HEBU,GERMANY,1,,0,502200,1
859,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 4,6,5MMBRASS CHROMED",,HB 0163,HEBU,GERMANY,1,,0,502200,1
860,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 5,7,5MMBRASS CHROMED",,HB 0164,HEBU,GERMANY,1,,0,502200,1
861,0000-00-00,,"HARTMANN EAR SPECULA, FIG. 5,7,5MMBRASS CHROMED",,HB 0165-01,HEBU,GERMANY,1,,0,686900,1
862,0000-00-00,,"TROELTSCH EAR SPECULA, FIG.2,3,5MMBRASS CHROMED",,HB 0165-02,HEBU,GERMANY,1,,0,686900,1
863,0000-00-00,,"TROELTSCH EAR SPECULA, FIG.3,4,5MMBRASS CHROMED",,HB 0165-03,HEBU,GERMANY,1,,0,686900,1
864,0000-00-00,,"TROELTSCH EAR SPECULA, FIG.4,5MMBRASS CHROMED",,HB 0165-04,HEBU,GERMANY,1,,0,554100,1
865,0000-00-00,,"TROELTSCH EAR SPECULA, FIG.5,6MMBRASS CHROMED",,HB 0165-05,HEBU,GERMANY,1,,0,554100,1
866,0000-00-00,,"TROELTSCH EAR SPECULA, FIG.6,7MMBRASS CHROMED",,HB 0165-06,HEBU,GERMANY,1,,0,554100,1
867,0000-00-00,,"GRUBER EAR SPECULA, FIG.1,4,5MMBRASS CHROMED",,HB 0166-01,HEBU,GERMANY,1,,0,507600,1
868,0000-00-00,,"GRUBER EAR SPECULA, FIG.2,5,5MMBRASS CHROMED",,HB 0166-02,HEBU,GERMANY,1,,0,507600,1
869,0000-00-00,,"GRUBER EAR SPECULA, FIG.3,6,5MMBRASS CHROMED",,HB 0166-03,HEBU,GERMANY,1,,0,507600,1
870,0000-00-00,,"GRUBER EAR SPECULA, FIG.4,7,0MMBRASS CHROMED",,HB 0166-04,HEBU,GERMANY,1,,0,507600,1
871,0000-00-00,,"TOYNBEE EAR SPECULA, FIG.1,3MMBRASS CHROMED",,HB 0167-01,HEBU,GERMANY,1,,0,1064900,1
872,0000-00-00,,"TOYNBEE EAR SPECULA, FIG.2,4MMBRASS CHROMED",,HB 0167-02,HEBU,GERMANY,1,,0,1064900,1
873,0000-00-00,,"TOYNBEE EAR SPECULA, FIG.2,4MMBRASS CHROMED",,HB 0167-03,HEBU,GERMANY,1,,0,1064900,1
874,0000-00-00,,"TOYNBEE EAR SPECULA, FIG.4,6,5MMBRASS CHROMED",,HB 0167-04,HEBU,GERMANY,1,,0,1054900,1
875,0000-00-00,,"POLITZER EAR SPECULA, FIG.1,2MMBRASS CHROMED",,HB 0168-01,HEBU,GERMANY,1,,0,590800,1
876,0000-00-00,,"POLITZER EAR SPECULA, FIG.2,3MMBRASS CHROMED",,HB 0168-02,HEBU,GERMANY,1,,0,590800,1
877,0000-00-00,,"POLITZER EAR SPECULA, FIG.3,4MMBRASS CHROMED",,HB 0168-03,HEBU,GERMANY,1,,0,590800,1
878,0000-00-00,,"POLITZER EAR SPECULA, FIG.4,5MMBRASS CHROMED",,HB 0168-04,HEBU,GERMANY,1,,0,590800,1
879,0000-00-00,,"HARTMANN EAR SPECULA, FIG.1,2MM, COATED BLACK",,HB 0169-01,HEBU,GERMANY,1,,0,860800,1
880,0000-00-00,,"HARTMANN EAR SPECULA, FIG.2,3,5MM, COATED BLACK",,HB 0169-02,HEBU,GERMANY,1,,0,860800,1
881,0000-00-00,,"HARTMANN EAR SPECULA, FIG.3,5MM, COATED BLACK",,HB 0169-03,HEBU,GERMANY,1,,0,860800,1
882,0000-00-00,,"HARTMANN EAR SPECULA, FIG.4,6,5MM, COATED BLACK",,HB 0169-04,HEBU,GERMANY,1,,0,860400,1
883,0000-00-00,,"HARTMANN EAR SPECULA, FIG.5,7,5MM, COATED BLACK",,HB 0169-05,HEBU,GERMANY,1,,0,860800,1
884,0000-00-00,,"HARTMANN EAR SPECULA, FIG.1,2MMSTAINLESS STEEL",,HB 0170-01,HEBU,GERMANY,1,,0,1961300,1
885,0000-00-00,,"HARTMANN EAR SPECULA, FIG.2,3,5MMSTAINLESS STEEL",,HB 0170-02,HEBU,GERMANY,1,,0,1961300,1
886,0000-00-00,,"HARTMANN EAR SPECULA, FIG.3,5MMSTAINLESS STEEL",,HB 0170-03,HEBU,GERMANY,1,,0,1961300,1
887,0000-00-00,,"HARTMANN EAR SPECULA, FIG.4,6,5MMSTAINLESS STEEL",,HB 0170-04,HEBU,GERMANY,1,,0,1961300,1
888,0000-00-00,,"HARTMANN EAR SPECULA, FIG.5,7,5MMSTAINLESS STEEL",,HB 0170-05,HEBU,GERMANY,1,,0,1961300,1
889,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 1,3,0 X 4,0 MMCONCIAL 20°, STAINLESS",,HB 0171-01,HEBU,GERMANY,1,,0,3477600,1
890,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 2,4,0 X 5,0 MMCONCIAL 20°, STAINLESS",,HB 0171-02,HEBU,GERMANY,1,,0,3477600,1
891,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 3,4,5 X 5,5 MMCONCIAL 20°, STAINLESS",,HB 0171-03,HEBU,GERMANY,1,,0,3477600,1
892,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 4,5,0 X 6,0 MMCONCIAL 20°, STAINLESS",,HB 0171-04,HEBU,GERMANY,1,,0,3477600,1
893,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 5,5,5 X 6,5 MMCONCIAL 20°, STAINLESS",,HB 0171-05,HEBU,GERMANY,1,,0,3477600,1
894,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 6,6,0 X 7,0 MMCONCIAL 20°, STAINLESS",,HB 0171-06,HEBU,GERMANY,1,,0,3477600,1
895,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 7,6,5 X 7,5 MMCONCIAL 20°, STAINLESS",,HB 0171-07,HEBU,GERMANY,1,,0,3477600,1
896,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 8,7,0 X 8,0 MMCONCIAL 20°, STAINLESS",,HB 0171-08,HEBU,GERMANY,1,,0,3477600,1
897,0000-00-00,,"SHEA (FARRIOR) EAR SPECULA, FIG 9,7,5 X 8,5MMCONCIAL 20°, STAINLESS",,HB 0171-09,HEBU,GERMANY,1,,0,3477600,1
898,0000-00-00,,"HARTMANN TUNING FORK, C 128",,HB 0180-00,HEBU,GERMANY,1,,0,3380400,1
899,0000-00-00,,"HARTMANN TUNING FORK, C1 256",,HB 0180-01,HEBU,GERMANY,1,,0,2652500,1
900,0000-00-00,,"HARTMANN TUNING FORK, C2 512",,HB 0180-02,HEBU,GERMANY,1,,0,2366300,1
901,0000-00-00,,"HARTMANN TUNING FORK, C3 1024",,HB 0180-03,HEBU,GERMANY,1,,0,2295000,1
902,0000-00-00,,"HARTMANN TUNING FORK, C4 2048",,HB 0180-04,HEBU,GERMANY,1,,0,2703300,1
903,0000-00-00,,"HARTMANN TUNING FORK, C5 4096",,HB 0180-05,HEBU,GERMANY,1,,0,3055400,1
904,0000-00-00,,"HARTMANN TUNING FORK, C 64",,HB 0180-06,HEBU,GERMANY,1,,0,5984300,1
905,0000-00-00,,"HARTMANN TUNING FORK, C 128",,HB 0180-07,HEBU,GERMANY,1,,0,3490600,1
906,0000-00-00,,"HARTMANN TUNING FORK, C1 256",,HB 0180-08,HEBU,GERMANY,1,,0,3034800,1
907,0000-00-00,,"HARTMANN TUNING FORK, C 256,WITH FOOT",,HB 0180-09,HEBU,GERMANY,1,,0,3217400,1
908,0000-00-00,,"LUCAE TUNING FORK, C 128, WITHFOOT",,HB 0181-00,HEBU,GERMANY,1,,0,5096600,1
909,0000-00-00,,"LUCAE TUNING FORK, C1 256,WITH FOOT",,HB 0181-01,HEBU,GERMANY,1,,0,4374000,1
910,0000-00-00,,"LUCAE TUNING FORK, C2 512,WITH FOOT",,HB 0181-02,HEBU,GERMANY,1,,0,4017600,1
911,0000-00-00,,"LUCAE TUNING FORK, C3 1024,WITH FOOT",,HB 0181-03,HEBU,GERMANY,1,,0,3683900,1
912,0000-00-00,,"LUCAE TUNING FORK, C4 2048,WITH FOOT",,HB 0181-04,HEBU,GERMANY,1,,0,4252000,1
913,0000-00-00,,"LUCAE TUNING FORK, C5 4096,WITH FOOT",,HB 0181-05,HEBU,GERMANY,1,,0,4528500,1
914,0000-00-00,,"LUCAE TUNING FORK, C 128,VARIABLE UP TO H",,HB 0181-06,HEBU,GERMANY,1,,0,5151600,1
915,0000-00-00,,"FRENCH TUNING FORK, C2 16,DOUBLE-CONTRA",,HB 0182-01,HEBU,GERMANY,1,,0,10169300,1
916,0000-00-00,,"FRENCH TUNING FORK, C1 32,CONTRA",,HB 0182-02,HEBU,GERMANY,1,,0,7971500,1
917,0000-00-00,,"RYDEL-SEIFFER TUNING FORK,WITH CLAMP = C 64, WITHOUTCLAMP = C 128",,HB 0183-01,HEBU,GERMANY,1,,0,6926100,1
918,0000-00-00,,CLAMP ONLY,,HB 0183-02,HEBU,GERMANY,1,,0,2756200,1
919,0000-00-00,,NEURO TUNING FORK WITH HAMMER,,HB 0184-01,HEBU,GERMANY,1,,0,11761200,1
920,0000-00-00,,"KÖNIG TUNING FORK, A 109,VARIABLE UP TO G",,HB 0185-01,HEBU,GERMANY,1,,0,5151600,1
921,0000-00-00,,"TUNING FORK, A1 440, WITH FOOT",,HB 0186-01,HEBU,GERMANY,1,,0,2839400,1
922,0000-00-00,,"TUNING FORK, A 218, WITH FOOT",,HB 0186-02,HEBU,GERMANY,1,,0,3523000,1
923,0000-00-00,,"TUNING FORK, C 128, MADE FROMSPECIAL ALUMINIUM-MAGNESIUM-ALLOY",,HB 0187-00,HEBU,GERMANY,1,,0,3314600,1
924,0000-00-00,,"TUNING FORK, C1 256, MADE FROMSPECIAL ALUMINIUM-MAGNESIUM-ALLOY",,HB 0187-01,HEBU,GERMANY,1,,0,3137400,1
925,0000-00-00,,"TUNING FORK, C2 512, MADE FROMSPECIAL ALUMINIUM-MAGNESIUM-ALLOY",,HB 0187-02,HEBU,GERMANY,1,,0,2418200,1
926,0000-00-00,,"TUNING FORK, C3 1024, MADEFROM SPECIAL ALUMINIUM-MAGNESIUM-ALLOY",,HB 0187-03,HEBU,GERMANY,1,,0,2418200,1
927,0000-00-00,,"TUNING FORK, C4 2048, MADEFROM SPECIAL ALUMINIUM-MAGNESIUM-ALLOY",,HB 0187-04,HEBU,GERMANY,1,,0,2418200,1
928,0000-00-00,,"SET OF 5 SPECIAL ALLUMINIUM-MAGNESIUM-ALLOY TUNING FORKSIN A CASE (HB 187-00,HB 187-01, HB 187-02,HB",,HB 0188-00,HEBU,GERMANY,1,,0,17166600,1
929,0000-00-00,,"SET OF 5 HARTMANN TUNING FORKSIN A CASE (HB 180-02,HB 180-03, HB 180-04,HB 180-07, HB 180-08)",,HB 0189-05,HEBU,GERMANY,1,,0,16583400,1
930,0000-00-00,,"SET OF 6 HARTMANN TUNING FORKSIN A CASE (HB 180-02,HB 180-03, HB 180-04,HB 180-05, HB 180-07,HB 180-",,HB 0189-06,HEBU,GERMANY,1,,0,20416400,1
931,0000-00-00,,"SET OF 8 HARTMANN TUNING FORKSIN A CASE (HB 180-02,HB 180-03, HB 180-04,HB 180-05, HB 180-06,HB 180-",,HB 0189-08,HEBU,GERMANY,1,,0,36478100,1
932,0000-00-00,,"DRESSING FORCEPS, STRAIGHT,10,5CM, 4 1/4""",,HB 0199,HEBU,GERMANY,1,,0,323000,1
933,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 11,5CM, 4 1/2""",,HB 0200,HEBU,GERMANY,1,,0,332700,1
934,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 13CM, 5""",,HB 0201,HEBU,GERMANY,1,,0,337000,1
935,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 14,5CM, 5 1/2""",,HB 0202,HEBU,GERMANY,318,,0,342400,1
936,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 16CM, 6 1/4""",,HB 0203,HEBU,GERMANY,54,,0,482800,1
937,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 18CM, 7""",,HB 0204,HEBU,GERMANY,38,,0,617800,1
938,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 20CM, 8""",,HB 0205,HEBU,GERMANY,1,,0,665300,1
939,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 25CM, 10""",,HB 0206,HEBU,GERMANY,3,,0,805700,1
940,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, 30CM, 12""",,HB 0207,HEBU,GERMANY,1,,0,1207500,1
941,0000-00-00,,"DRESSING FORCEPS, CURVED, 10,5CM, 4 1/4""",,HB 0209,HEBU,GERMANY,1,,0,340200,1
942,0000-00-00,,"DRESSING FORCEPS, CURVED, 11,5CM",,HB 0210,HEBU,GERMANY,1,,0,340200,1
943,0000-00-00,,"DRESSING FORCEPS, CURVED, 13CM, 5""",,HB 0211,HEBU,GERMANY,1,,0,340200,1
944,0000-00-00,,"DRESSING FORCEPS, CURVED, 14,5CM, 5 1/2""",,HB 0212,HEBU,GERMANY,1,,0,356400,1
945,0000-00-00,,"DRESSING FORCEPS, CURVED, 16CM, 6 1/4""",,HB 0213,HEBU,GERMANY,1,,0,501200,1
946,0000-00-00,,"DRESSING FORCEPS, CURVED, 18CM, 7""",,HB 0214,HEBU,GERMANY,1,,0,634000,1
947,0000-00-00,,"DRESSING FORCEPS, CURVED, 20CM, 8""",,HB 0215,HEBU,GERMANY,25,,0,684800,1
948,0000-00-00,,"DRESSING FORCEPS, CURVED, 25CM, 10""",,HB 0216,HEBU,GERMANY,1,,0,905100,1
949,0000-00-00,,"DRESSING FORCEPS, CURVED, 30CM, 12""",,HB 0217,HEBU,GERMANY,1,,0,1228000,1
950,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 11,5CM, 4 1/2""",,HB 0220,HEBU,GERMANY,1,,0,342400,1
951,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 13CM, 5""",,HB 0221,HEBU,GERMANY,1,,0,342400,1
952,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 14,5CM, 5 1/2""",,HB 0222,HEBU,GERMANY,30,,0,364000,1
953,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 16CM, 6 1/4""",,HB 0223,HEBU,GERMANY,1,,0,485000,1
954,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 18CM, 7""",,HB 0224,HEBU,GERMANY,1,,0,645900,1
955,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 20CM, 8""",,HB 0225,HEBU,GERMANY,1,,0,684800,1
956,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 25CM, 10""",,HB 0226,HEBU,GERMANY,1,,0,905100,1
957,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, NARROW, 30CM, 12""",,HB 0227,HEBU,GERMANY,6,,0,1228000,1
958,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 11,5CM, 4 1/2""",,HB 0230,HEBU,GERMANY,1,,0,364000,1
959,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 13CM, 5""",,HB 0231,HEBU,GERMANY,1,,0,364000,1
960,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 14,5CM, 5 1/2""",,HB 0232,HEBU,GERMANY,2,,0,380200,1
961,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 16CM, 6 1/4""",,HB 0233,HEBU,GERMANY,1,,0,518400,1
962,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 18CM, 7""",,HB 0234,HEBU,GERMANY,1,,0,663200,1
963,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 20CM, 8""",,HB 0235,HEBU,GERMANY,1,,0,701000,1
964,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 25CM, 10""",,HB 0236,HEBU,GERMANY,1,,0,922400,1
965,0000-00-00,,"DRESSING FORCEPS, CURVED, NARROW, 30CM, 12""",,HB 0237,HEBU,GERMANY,1,,0,1245300,1
966,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, DELICATE, 13CM, 5""",,HB 0241,HEBU,GERMANY,1,,0,364002,1
967,0000-00-00,,"DRESSING FORCEPS, STRAIGHT, DELICATE, 14,5CM, 5 1/2""",,HB 0242,HEBU,GERMANY,1,,0,382400,1
968,0000-00-00,,"DRESSING FORCEPS, SWEDISH PATTERN, 13CM, 5""",,HB 0247,HEBU,GERMANY,1,,0,323000,1
969,0000-00-00,,"DRESSING FORCEPS, SWEDISH PATTERN, 15CM, 6""",,HB 0248,HEBU,GERMANY,1,,0,482800,1
970,0000-00-00,,"DRESSING FORCEPS, SWEDISH PATTERN, 17CM, 6 3/4""",,HB 0249,HEBU,GERMANY,1,,0,532500,1
971,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 12CM, 4 3/4""",,HB 0250,HEBU,GERMANY,1,,0,318600,1
972,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 13CM, 5""",,HB 0251,HEBU,GERMANY,1,,0,318600,1
973,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 14,5CM, 5 1/2""",,HB 0252,HEBU,GERMANY,1,,0,348900,1
974,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 15,5CM, 6 1/8""",,HB 0253,HEBU,GERMANY,1,,0,501200,1
975,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 18CM, 7""",,HB 0254,HEBU,GERMANY,1,,0,643000,1
976,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 20CM, 8""",,HB 0255,HEBU,GERMANY,1,,0,684800,1
977,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 25CM, 10""",,HB 0256,HEBU,GERMANY,1,,0,922400,1
978,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, 30CM, 12""",,HB 0257,HEBU,GERMANY,1,,0,1245300,1
979,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, NARROW, 12CM, 4 3/4""",,HB 0260,HEBU,GERMANY,1,,0,342400,1
980,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, NARROW, 13CM, 5""",,HB 0261,HEBU,GERMANY,1,,0,342400,1
981,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, NARROW, 14,5CM, 5 1/2""",,HB 0262,HEBU,GERMANY,1,,0,732300,1
982,0000-00-00,,"DRESSING FORCEPS, USA-PATTERN, NARROW, 15,5CM, 6 1/8""",,HB 0263,HEBU,GERMANY,1,,0,518400,1
983,0000-00-00,,"DRESSING FORCEPS, ENGLISH PATTERN, 13CM, 5""",,HB 0265,HEBU,GERMANY,1,,0,489300,1
984,0000-00-00,,"DRESSING FORCEPS, ENGLISH PATTERN, 15CM, 6""",,HB 0266,HEBU,GERMANY,1,,0,748500,1
985,0000-00-00,,"DRESSING FORCEPS, ENGLISH PATTERN, 18CM, 7""",,HB 0267,HEBU,GERMANY,1,,0,1475300,1
986,0000-00-00,,"DRESSING FORCEPS, DURANTE,16CM, 6 1/4"", 6MM""",,HB 0268-16,HEBU,GERMANY,1,,0,1984000,1
987,0000-00-00,,"DRESSING FORCEPS, DURANTE, 6MM, 20CM, 8""",,HB 0268-20,HEBU,GERMANY,1,,0,2268000,1
988,0000-00-00,,"DRESSING FORCEPS, DURANTE,6MM, 25CM, 10""",,HB 0268-25,HEBU,GERMANY,1,,0,2623400,1
989,0000-00-00,,"DRESSING FORCEPS, MIRIAM 16 CM, 6 1/4""",,HB 0269,HEBU,GERMANY,1,,0,680400,1
990,0000-00-00,,"DRESSING FORCEPS, SEMKEN, 12,5CM, 5""",,HB 0271,HEBU,GERMANY,1,,0,554100,1
991,0000-00-00,,"DRESSING FORCEPS, SEMKEN, 15CM, 6""",,HB 0272,HEBU,GERMANY,1,,0,578900,1
992,0000-00-00,,"DRESSING FORCEPS, ADSON, MICRO,0,8MM, 12CM, 4 3/4""",,HB 0274,HEBU,GERMANY,10,,0,853200,1
993,0000-00-00,,"DRESSING FORCEPS, ADSON, MICRO, 0,8MM, 15CM, 6""",,HB 0274-15,HEBU,GERMANY,1,,0,1286300,1
994,0000-00-00,,"DRESSING FORCEPS, ADSON, 1,2MM 12CM, 4 3/4""",,HB 0275,HEBU,GERMANY,132,,0,605900,1
995,0000-00-00,,"DRESSING FORCEPS, ADSON, MICRO, 1,2MM, 15CM, 6""",,HB 0275-15,HEBU,GERMANY,1,,0,884600,1
996,0000-00-00,,"DRESSING FORCEPS, MC INDOE, 15CM, 6""",,HB 0277,HEBU,GERMANY,2,,0,846800,1
997,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITH STRAIGHT, 18CM, 7""",,HB 0280,HEBU,GERMANY,4,,0,716100,1
998,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITH STRAIGHT, 21CM, 8 1/4""",,HB 0281,HEBU,GERMANY,5,,0,755000,1
999,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITH STRAIGHT, 25CM, 10""",,HB 0282,HEBU,GERMANY,1,,0,1034700,1
1000,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITHCURVED, 18CM, 7""",,HB 0283,HEBU,GERMANY,1,,0,792800,1
1001,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITHCURVED, 21CM, 8 1/4""",,HB 0284,HEBU,GERMANY,1,,0,881300,1
1002,0000-00-00,,"DRESSING FORCEPS, POTTS-SMITH CURVED, 25CM, 10""",,HB 0285,HEBU,GERMANY,2,,0,1277700,1
1003,0000-00-00,,"SUTURE FORCEPS BY OCHSNER,SERRATED LONGITUDINAL, 5 3/4"",""14,5CM",,HB 0287,HEBU,GERMANY,1,,0,1924600,1
1004,0000-00-00,,"DRESSING FORCEPS, GERALD, STRAIGHT, 18CM, 7""",,HB 0288,HEBU,GERMANY,1,,0,946100,1
1005,0000-00-00,,"DRESSING FORCEPS, GERALD, CURVED, 18CM, 7""",,HB 0289,HEBU,GERMANY,1,,0,999000,1
1006,0000-00-00,,"DRESSING FORCEPS, TAYLOR, STRAIGHT, 17,5CM, 7""",,HB 0290,HEBU,GERMANY,1,,0,1101600,1
1007,0000-00-00,,"DRESSING FORCEPS, TAYLOR, CURVED, 17.5CM, 7""",,HB 0291,HEBU,GERMANY,1,,0,1265800,1
1008,0000-00-00,,"DRESSING FORCEPS, TAYLOR, STRAIGHT, 17.5CM, 7""",,HB 0292,HEBU,GERMANY,1,,0,776600,1
1009,0000-00-00,,"DRESSING FORCEPS, TAYLOR, CURVED, 17.5CM, 7""",,HB 0293,HEBU,GERMANY,1,,0,837000,1
1010,0000-00-00,,"DRESSING FORCEPS, WAUGH, STRAIGHT, 15CM, 6""",,HB 0294,HEBU,GERMANY,1,,0,647000,1
1011,0000-00-00,,"DRESSING FORCEPS, WAUGH, STRAIGHT, 20CM, 8""",,HB 0295,HEBU,GERMANY,1,,0,766800,1
1012,0000-00-00,,"DRESSING FORCEPS, BROPHY, STRAIGHT, 20CM, 8""",,HB 0296,HEBU,GERMANY,1,,0,819800,1
1013,0000-00-00,,"DRESSING FORCEPS, BROPHY, CURVED, 20CM, 8""",,HB 0297,HEBU,GERMANY,1,,0,895400,1
